name,team,fifa_OVA,fifa_POT

J. García,Cruz Azul,61,69

V. Pala,Çaykur Rizespor,61,76

R. De Ciancio,San Lorenzo de Almagro,61,69

R. Babenko,FK Bodø/Glimt,61,65

M. López,Envigado FC,61,73

I. Rojas,Envigado FC,61,75

Asier Benito,Deportivo Alavés,61,71

B. Miranda,Universidad de Chile,61,75

R. Gavtadze,FC Ural,61,71

U. Singh,Free,61,74

Rômulo,Hammarby IF,61,65

J. Saksela,Free,61,67

D. Gonzalez,CD O'Higgins,61,75

T. Oude Kotte,Vitesse,61,69

K. Ceceri,G. La Plata,61,72

R. Bormuth,Fortuna Düsseldorf,61,74

N. Leguizamón,Santa Fe,61,73

L. Mühl,1. FC Nürnberg,61,77

Josín,Real Oviedo,61,76

Teo Castrofeito,Vitória,61,61

B. Niasse,KAS Eupen,61,72

E. Ojeda,Rosario Central,61,77

C. Martinez,Columbus Crew SC,61,73

J. Bruijn,SC Heerenveen,61,72

Bruno Viana,Olympiakos CFP,61,69

I. Eğribayat,Adanaspor,61,74

Viti,Real Oviedo,61,76

Héctor Nespral,Real Oviedo,61,69

D. Brunnhübner,Würzburger Kickers,61,65

Diga Almeida,F. Santa Maria da Feira,61,70

S. Keskin,Adanaspor,61,68

E. Uruç,Adanaspor,61,68

Y. Gölboyu,Adanaspor,61,65

S. Yılmaz,Adanaspor,61,74

P. Etebo,F. Santa Maria da Feira,61,70

F. Juárez,Talleres de Cordoba,61,61

J. Mensah,AC Horsens,61,73

C. González,Club de Deportes Temuco,61,61

G. Sarrabayrouse,Dijon FCO,61,71

B. Jatta,Hamburger SV,61,76

D. Lamkel Zé,Chamois Niortais FC,61,69

C. Aktav,Torku Konyaspor,61,69

D. Iliev,Wisła Płock,61,61

E. Letlotlo,Kaizer Chiefs,61,71

Pol,Granada CF,61,67

A. Bernede,Paris Saint-Germain,61,75

E. Guerrero,Deportes Iquique,61,64

Toni Martínez,West Ham United,61,75

I. Oblyakov,FC Ufa,61,78

A. Magaña,Club León,61,74

M. Jansen,SV Sandhausen,61,66

Ramón García,Envigado FC,61,76

D. Vanzeir,KRC Genk,61,79

M. Nalepa,Arka Gdynia,61,72

Y. Ibargüen,Boyacá Chicó FC,61,67

A. Benedetti,Cittadella,61,66

D. Liénard,RC Strasbourg,61,61

I. Escobar,Talleres de Cordoba,61,69

A. Gorbatyuk,Arsenal Tula,61,61

E. Serje,Junior FC,61,70

N. Ampomah,Waasland-Beveren,61,70

David Subias,Real Zaragoza,61,79

L. Mora,Ferrara (SPAL),61,61

D. Bartolota,Tiburones Rojos de Veracruz,61,67

S. Kitano,Pogoń Szczecin,61,72

S. Cason,Terni,61,69

M. Guzmán,Jaguares Fútbol Club,61,64

E. Buruchaga,Quilmes Atlético Club,61,61

S. Juriša,Górnik Łęczna,61,62

L. Carissoni,Trapani,61,77

M. De Almeida,Tours FC,61,70

R. Ache,Sparta Rotterdam,61,74

C. Rodríguez,Monterrey,61,67

S. Özcan,1. FC Köln,61,81

V. Leikvoll Moberg,Sogndal,61,65

Seo Young Jae,Hamburger SV,61,70

Vítor São Bento,CD Nacional,61,69

A. Makris,Walsall,61,75

D. Bronn,Chamois Niortais FC,61,68

M. Ambrose,Orlando City Soccer Club,61,68

F. Al Dhafeeri,Al Batin,61,61

H. van Schaik,ADO Den Haag,61,73

M. Kostukov,Amkar Perm,61,63

J. Noy,Once Caldas,61,67

K. Havertz,Bayer 04 Leverkusen,61,82

M. Di Gregorio,Inter,61,72

D. Godoy,Unión,61,65

L. Strizzolo,Cittadella,61,66

A. Atiyah,Çaykur Rizespor,61,66

S. Al Mutairi,Al Batin,61,61

M. Şengezer,Bursaspor,61,71

S. Chacón,San Juan,61,66

Emerson Caeiro,Cruzeiro,61,61

S. Can,Adanaspor,61,73

M. De Marchi,Carpi,61,69

Josema,UD Almería,61,69

Fábio Mesquita,Boavista FC,61,70

Luiz Felipe,Salerno,61,75

Miguel Santos,Port Vale,61,73

Diego Barrios,CD Leganés,61,69

Chiki,CD Leganés,61,73

D. Osei,Oldham Athletic,61,73

Pedro Díaz,Real Sporting de Gijón,61,71

M. Senesi,San Lorenzo de Almagro,61,81

Adrián Diéguez,AD Alcorcón,61,68

B. Chorbadzhiyski,Free,61,72

T. Vlietinck,Club Brugge KV,61,80

L. Lemoine,Club Brugge KV,61,79

P. Hamel,FC Lorient,61,69

E. Purita,San Lorenzo de Almagro,61,76

Melendo,RCD Espanyol,61,73

P. Gallacher,Heart of Midlothian,60,60

C. Andersson,Helsingborgs IF,60,60

D. Delany,Bohemian FC,60,60

R. Bolseth,Sogndal,60,60

S. Ålander,GIF Sundsvall,60,60

S. Shearer,Mansfield Town,60,60

S. Farelli,Trapani,60,60

A. Davies,Accrington Stanley,60,60

M. Bean,Wycombe Wanderers,60,60

P. Cherrie,Bray Wanderers,60,60

I. Ershov,Arsenal Tula,60,60

S. Sorsa,HJK,60,60

J. Russell,Sligo Rovers,60,60

D. Arrieta,Lyngby BK,60,60

P. Haginge,Örebro SK,60,60

A. Downes,Cheltenham Town,60,60

T. McMahon,Bradford City,60,60

P. Pitry,Górnik Łęczna,60,60

D. Etienne Jr.,New York Red Bulls,60,75

E. Nolan,Blackpool,60,60

N. Deverdics,Hartlepool United,60,60

M. Toppel,Brøndby IF,60,60

P. Bignot,Newport County,60,60

I. Morris,Bohemian FC,60,60

T. Joza,Falkenbergs FF,60,60

J. Jennings,Morecambe,60,60

S. Rigg,Newport County,60,60

D. Raffaello,Trapani,60,60

S. Ito,Yokohama F. Marinos,60,60

T. Velaphi,Shonan Bellmare,60,60

R. Armand,US Orléans Loiret Football,60,60

A. Bouchard,Chamois Niortais FC,60,60

E. Dahlin,IFK Göteborg,60,62

D. Mejía,Monarcas Morelia,60,60

G. Hoyte,Barnet,60,60

J. Smith,Crawley Town,60,60

A. Yates,Port Vale,60,60

J. Hoffman,Newcastle Jets,60,60

C. Magnay,Hartlepool United,60,61

J. Rocchi,Tiburones Rojos de Veracruz,60,63

E. Lyng,Silkeborg IF,60,60

G. Doherty,Derry City,60,60

M. Jiménez,Guadalajara,60,62

G. Masucci,Chiavari,60,60

G. Lembet,Red Star FC,60,60

L. Tymiński,Górnik Łęczna,60,63

B. Bingham,Crewe Alexandra,60,63

L. Young,Crawley Town,60,61

R. Yussuff,Arka Gdynia,60,61

F. Di Tacchio,Pisa,60,61

D. Sorgić,FC Thun,60,61

T. Nozawa,Vegalta Sendai,60,60

Y. Ogawa,Nagoya Grampus,60,60

Song Je Heon,Incheon United FC,60,60

Chun Tae Hyun,Jeju United FC,60,60

J. Payne,Crawley Town,60,62

D. Mehic,Jönköpings Södra IF,60,60

T. Konrad,FC Vaduz,60,62

N. Gétaz,FC Lausanne-Sports,60,63

M. Al Najei,Al Batin,60,60

M. Wichmann,Viborg FF,60,64

J. Stockley,Aberdeen,60,69

A. Nsiala,Hartlepool United,60,64

A. Falch,Vålerenga Fotball,60,67

K. Harris,Cardiff City,60,68

N. Hanyu,F.C. Tokyo,60,60

R. Bowman,Motherwell,60,66

R. Spiegel,West Ham United,60,63

R. Brennan,Bray Wanderers,60,64

C. Kilduff,Dundalk,60,60

Z. Pliev,Terek Grozny,60,63

Jang Suk Won,Seongnam FC,60,62

H. Pell,Cheltenham Town,60,64

L. Lucas,Motherwell,60,67

R. McDonald,Northampton Town,60,66

B. Heneghan,Motherwell,60,68

B. McDonald,Central Coast Mariners,60,61

A. Özer,Kardemir Karabükspor,60,63

A. La Mantia,Vercelli,60,60

J. Kempin,Sporting Kansas City,60,65

N. Jakimovski,Benevento Calcio,60,60

J. Slew,Plymouth Argyle,60,66

A. Rodman,Notts County,60,60

D. Bisoli,Brescia,60,68

S. Beattie,Cork City,60,60

C. Kettings,Oldham Athletic,60,66

Kim Jong Gook,Suwon FC,60,60

Cho Ji Hun,Sangju Sangmu FC,60,63

Yoon Dong Min,Sangju Sangmu FC,60,60

Prada,SV Josko Ried,60,61

J. Makarounas,Adelaide United,60,67

N. Welbeck,Odense Boldklub,60,73

A. Koç,Antalyaspor,60,74

L. Tassi,Avellino,60,68

A. Jackson,Barnsley,60,70

C. Edwards,Östersunds FK,60,67

A. Forrester,Port Vale,60,64

B. McNamee,Derry City,60,66

J. Blackman,Wycombe Wanderers,60,70

K. Naismith,Portsmouth,60,66

N. Ritter,SønderjyskE,60,65

Sillero,CF Reus Deportiu,60,65

A. Yussuf,Crawley Town,60,64

S. Hewitt,Accrington Stanley,60,64

M. Fletcher,Central Coast Mariners,60,63

C. Dunne,Oldham Athletic,60,64

L. Crescenzi,Pisa,60,66

T. Dieng,Bradford City,60,63

S. McCartan,Accrington Stanley,60,66

A. Campbell,Notts County,60,70

J. Mountney,Dundalk,60,64

M. Harrer,SCR Altach,60,67

M. Dyngeland,Sogndal,60,69

F. Stritzel,Karlsruher SC,60,67

M. Rose,Mansfield Town,60,69

I. Zaid,Al Faisaly,60,62

D. Wright,Colchester United,60,70

A. Al Sharif,Al Raed,60,61

M. Al Anazi,Al Raed,60,60

R. Hanley,Northampton Town,60,68

M. Sharifi,Al Raed,60,60

J. Pepper,Brisbane Roar,60,63

P. González,Puebla,60,65

S. Al Sbeani,Al Ittihad,60,61

M. Othman,Al Ahli,60,64

M. Cooper,Newcastle Jets,60,67

C. Roddan,Sligo Rovers,60,67

C. Villanueva,Guadalajara,60,69

V. Gudiev,Terek Grozny,60,72

M. Escoe,Stabæk Fotball,60,65

K. Skaanes,SK Brann,60,72

A. Hirzel,Hamburger SV,60,66

B. Al Baqi,Al Ahli,60,62

M. Salem,Al Faisaly,60,60

D. Olsson,GIF Sundsvall,60,66

A. Al Dawsari,Al Fateh,60,64

H. Yahya,Al Faisaly,60,61

T. Dingwall,Ross County FC,60,70

E. Kwakwa,Falkenbergs FF,60,66

D. Podleśny,Lechia Gdańsk,60,68

M. Fraser,Ross County FC,60,66

J. Enarsson,GIF Sundsvall,60,66

J. Whatmough,Portsmouth,60,74

P. Stępiński,Wisła Płock,60,68

H. Tabakovic,Grasshopper Club Zürich,60,71

D. Connolly,Bray Wanderers,60,72

M. Ott,1. FC Nürnberg,60,69

Kim Young Chan,Jeonbuk Hyundai Motors,60,66

P. Garita,Plymouth Argyle,60,71

Kim Dae Gyeong,Incheon United FC,60,63

D. De Girolamo,Bristol City,60,69

E. Welshman,Real Salt Lake,60,62

G. Rasulo,Milton Keynes Dons,60,74

Jwa Joon Hyeop,Jeju United FC,60,67

D. Seys,FC Twente,60,71

A. Krenshi,Al Qadisiyah,60,60

Je Jong Hyeon,Sangju Sangmu FC,60,64

Kwon Yong Hyun,Suwon FC,60,62

J. Clisby,Western Sydney Wanderers,60,64

N. Radebe,KAS Eupen,60,67

I. Diédhiou,KAS Eupen,60,68

C. Pain,Central Coast Mariners,60,66

Im Seong Teak,Sangju Sangmu FC,60,60

N. Vemmelund,Derry City,60,64

B. Walker,Hartlepool United,60,69

S. Raheriharimanana,Red Star FC,60,65

M. Crépeau,Montreal Impact,60,70

J. Højbjerg,Esbjerg fB,60,71

M. Bonne,Colchester United,60,73

J. Rothwell,Oxford United,60,72

J. Bunney,Rochdale,60,66

L. Woodland,Oldham Athletic,60,69

M. Flis,Piast Gliwice,60,66

A. Madu,Al Nassr,60,66

A. Al Arraf,Al Wehda,60,66

S. Tanser,Rochdale,60,69

A. Muñoz,Unión Española,60,69

J. Cisterna,Santiago Wanderers,60,68

G. Yordan,Vélez Sarsfield,60,66

C. Philipps,FC Metz,60,70

F. Sachpekidis,Kalmar FF,60,72

R. Skov,Silkeborg IF,60,72

V. Zinkov,FC Krylya Sovetov Samara,60,70

R. Hunt,Brighton & Hove Albion,60,71

G. Rea,Luton Town,60,73

J. Thorsen,Viborg FF,60,63

W. Veizaga,Free,60,60

J. McCarthy,Walsall,60,74

D. O'Halloran,Bohemian FC,60,69

B. Purrington,Plymouth Argyle,60,72

E. Méndez,Atlético Huila,60,61

M. Briones,CD Universidad de Concepción,60,63

D. Whitehead,Cheltenham Town,60,66

M. Klok,Oldham Athletic,60,67

J. Kauko,Randers FC,60,62

M. Neill,Central Coast Mariners,60,67

L. Shephard,Yeovil Town,60,70

A. Bray,Swansea City,60,75

T. Smith,Southend United,60,74

J. Oshaniwa,Heart of Midlothian,60,63

C. Stanko,FC Vaduz,60,67

N. Gandi,FC Nantes,60,65

G. Di Chiara,Perugia,60,65

B. Fewster,Hartlepool United,60,69

Galván,CD Tenerife,60,66

Y. Kurihara,Yokohama F. Marinos,60,60

M. Crowe,Ipswich Town,60,68

Y. González,Deportivo Pasto,60,61

O. Custodio,FC Lausanne-Sports,60,68

J. Grant,Nottingham Forest,60,71

R. Fulton,Chesterfield,60,67

A. Gero,Östersunds FK,60,67

F. Lora,Cittadella,60,68

B. Ünsal,Galatasaray SK,60,71

M. Duckworth,Fleetwood Town,60,64

D. McDaid,Partick Thistle F.C.,60,73

M. Al Wakid,Al Hilal,60,65

T. Dzhamalutdinov,FC Anzhi Makhachkala,60,73

C. Jahraldo-Martin,Oldham Athletic,60,70

H. McGahey,Rochdale,60,68

S. Szmodics,Colchester United,60,72

F. Kent,Colchester United,60,74

M. Hamzi,Al Faisaly,60,64

S. Luperto,Vercelli,60,70

N. Borgman,FC Groningen,60,69

B. Smuczyński,Termalica Bruk-Bet Nieciecza,60,69

H. Watson,Wellington Phoenix,60,65

R. Quiñones,Atlético Nacional,60,71

J. Narváez,Real Betis Balompié,60,72

A. Mandrea,Angers SCO,60,75

J. Aholou,US Orléans Loiret Football,60,69

Z. Krizanović,Falkenbergs FF,60,63

A. Bakayoko,Walsall,60,72

D. Johnstone,Colchester United,60,70

J. Stacey,Exeter City,60,73

J. Araya,Colo-Colo,60,73

F. Arancibia,CD O'Higgins,60,75

K. Hidalgo,CD Huachipato,60,66

W. de la Rosa,Deportes Tolima,60,66

Kim Yong Hwan,Incheon United FC,60,69

Yu Cheong Yun,Seongnam FC,60,66

P. Golubović,Pisa,60,68

Y. Koné,LOSC Lille,60,73

N. Jackers,KRC Genk,60,75

J. Bartosz,Wisła Kraków,60,70

E. Smith,IFK Norrköping,60,71

L. Kinsella,Walsall,60,72

J. Komar,Talleres de Cordoba,60,75

N. Fazzi,Crotone,60,69

J. Rose,West Bromwich Albion,60,68

C. Ross,CD Antofagasta,60,69

T. Davies,Portsmouth,60,65

F. Çakır,Medipol Başakşehir FK,60,71

J. Coulson,Cambridge United,60,60

F. Palacios Martínez,RB Leipzig,60,68

A. Fisher,Inverness Caledonian Thistle,60,63

D. Luxbacher,SCR Altach,60,64

B. Youssouf,US Orléans Loiret Football,60,68

V. Steklov,Arsenal Tula,60,60

E. Cecchini,Banfield,60,74

S. Prevljak,FC Red Bull Salzburg,60,71

A. Alessandro,KVC Westerlo,60,70

M. Egho,SV Josko Ried,60,67

T. Rieder,FC Augsburg,60,68

M. Hamdaoui,Go Ahead Eagles,60,66

C. MacGillivray,Walsall,60,67

D. Steininger,SpVgg Greuther Fürth,60,69

S. Jhingan,Free,60,70

A. Yasar,Roda JC Kerkrade,60,67

L. Zino,FC Thun,60,65

A. Nemane,Manchester City,60,74

N. Atangana,Leyton Orient,60,60

T. Denton,Leeds United,60,70

S. Altamira,Monarcas Morelia,60,66

K. Świderski,Jagiellonia Białystok,60,70

A. Ryczkowski,Legia Warszawa,60,70

T. Watson,Reading,60,76

G. Alanís,Belgrano de Córdoba,60,68

R. Neudecker,FC St. Pauli,60,76

M. Lund,Doncaster Rovers,60,69

C. Craft,FC Dallas,60,72

A. Borgmann,FC Vaduz,60,69

M. Multhaup,FC Ingolstadt 04,60,75

R. Antwi,FC Utrecht,60,68

T. Robson,Sunderland,60,74

A. Örn Arnarson,Aalesunds FK,60,69

Z. Vyner,Accrington Stanley,60,71

M. Sharahili,Al Raed,60,67

N. Dekoké,Amiens SC Football,60,67

C. Roberts,Bristol Rovers,60,74

R. Baas,FC Groningen,60,70

G. Singh Sandhu,Stabæk Fotball,60,63

M. Rasmussen,FC Nordsjælland,60,72

Matías,Levante UD,60,70

A. Palazzi,Vercelli,60,70

B. Thompson,Millwall,60,72

M. Do Couto Teixeira,Tours FC,60,72

V. Dávila,CD Huachipato,60,72

R. Greenwood,Sunderland,60,76

G. Sbrissa,Brescia,60,70

T. Zhamaletdinov,CSKA Moscow,60,69

N. Maher,Bury,60,69

N. Contin,G. La Plata,60,67

C. Colkett,Bristol Rovers,60,76

M. Bustos,Vancouver Whitecaps FC,60,70

F. Lugo,Club Atlético Tigre,60,70

T. Valls,Nîmes Olympique,60,65

L. Boeder,Bayer 04 Leverkusen,60,75

A. Koçaklı,Gaziantepspor,60,70

M. Aquino,Sarandí,60,70

B. Swanson,Columbus Crew SC,60,75

H. Hallberg,Kalmar FF,60,70

David Gil,Getafe CF,60,65

G. Gazzaniga,UD Almería,60,68

A. Lazutkin,FC Rostov,60,70

N. Cowburn,Newcastle Jets,60,65

I. Ayaz,Kasimpaşa SK,60,64

A. Al Amer,Al Qadisiyah,60,61

L. De Bórtoli,Temperley,60,61

L. Campos,U.N.A.M.,60,74

G. Alcalá,Querétaro,60,66

J. Calero,Pachuca,60,76

D. Mboumbouni,Olympique Lyonnais,60,73

B. Okwuonu,Real Salt Lake,60,64

M. Cash,Nottingham Forest,60,73

C. Koçur,Royal Excel Mouscron,60,69

L. Rexhepi,HJK,60,65

F. Bin Munyif,Al Faisaly,60,65

M. Balcılar,Çaykur Rizespor,60,72

N. Rapp,SpVgg Greuther Fürth,60,73

Seong Bong Jae,Seongnam FC,60,67

S. Sosa,Rafaela,60,69

I. Al Talhi,Al Taawoun,60,66

Kim Seon Woo,Jeju United FC,60,68

G. Al Shelali,Al Ittihad,60,70

Jang Dae Hee,Ulsan Hyundai Horang-i,60,70

M. Gasperi,Cesena,60,68

A. Peláez,Cruz Azul,60,67

E. Bonacorso,Godoy Cruz,60,69

T. Worra,D.C. United,60,69

K. Walker-Peters,Tottenham Hotspur,60,75

Julen Hualde,CA Osasuna,60,71

S. Harrison,Tottenham Hotspur,60,76

J. Silva,G. La Plata,60,70

M. Thuram,FC Sochaux-Montbéliard,60,76

J. González,Club América,60,70

S. Gubari,Grasshopper Club Zürich,60,76

L. Fontanesi,Brescia,60,71

P. Kotal,Free,60,68

K. Pereira,Free,60,60

M. Gillesphey,Carlisle United,60,70

A. La Gumina,Terni,60,71

D. Agyei,Coventry City,60,76

E. Lecygne,Stoke City,60,70

P. Wilson,GIF Sundsvall,60,70

S. Rodríguez,Club Atlas,60,72

D. Bertaud,Montpellier Hérault SC,60,79

F. Mendy,Le Havre AC,60,71

D. Barinov,Lokomotiv Moscow,60,72

S. Al Masrahi,Al Qadisiyah,60,61

J. Díaz,Boyacá Chicó FC,60,73

D. Mera,Atlético Huila,60,70

M. Gómez,Envigado FC,60,76

C. Jacob,Stade Brestois 29,60,74

J. Mosquera,Envigado FC,60,74

T. Roberts,Oxford United,60,74

E. Wichne,IK Start,60,70

B. Kurtuldu,Kasimpaşa SK,60,72

D. Bassock,Chamois Niortais FC,60,68

M. Scannella,Bourg-en-Bresse Péronnas 01,60,60

F. Perradin,Bourg-en-Bresse Péronnas 01,60,66

P. Dimitriou,Bourg-en-Bresse Péronnas 01,60,60

B. Allain,Dijon FCO,60,66

S. Karakoç,Fenerbahçe SK,60,70

D. Konaté,Tours FC,60,65

J. Teunckens,Club Brugge KV,60,73

M. Hauptmeijer,PEC Zwolle,60,70

F. Templ,SV Mattersburg,60,60

T. Guivarch,En Avant de Guingamp,60,72

K. Gipson,RB Leipzig,60,70

S. Deslandes,Wolverhampton Wanderers,60,75

Julen Etxabeguren,Dundee FC,60,64

V. Manzon,FK Bodø/Glimt,60,69

P. Bartolomei,Cittadella,60,61

D. Widemann,1. FC Heidenheim,60,70

O. Linnér,AIK,60,70

J. Mosquera,Junior FC,60,64

M. Piccinocchi,FC Lugano,60,71

A. Nalini,Crotone,60,61

D. Skopintsev,FC Rostov,60,72

S. Sprangler,SV Mattersburg,60,70

D. Upamecano,FC Red Bull Salzburg,60,75

A. Peralta,Temperley,60,60

O. Arroyo,Santa Fe,60,70

G. Mancini,Perugia,60,68

G. Mells,Adelaide United,60,71

J. Van Cleemput,KV Mechelen,60,74

Matheus Silva,San Jose Earthquakes,60,74

J. Guerra,Jaguares Fútbol Club,60,60

W. Patching,Manchester City,60,82

D. Sow,Borussia Mönchengladbach,60,79

N. Antonitsch,SV Josko Ried,60,65

E. Osadebe,Gillingham,60,69

A. Faustin,Valenciennes FC,60,76

S. Stolze,VfL Wolfsburg,60,69

D. Parfitt-Williams,West Ham United,60,68

T. Robinet,FC Sochaux-Montbéliard,60,75

R. Sáez,CD Huachipato,60,70

Adrizinho Bastos,Clube Atlético Mineiro,60,60

Caio Chissano,Cruzeiro,60,60

Jadsinho Mei,Santa Cruz,60,60

Neviano Neves,Associação Atlética Ponte Preta,60,60

Túlio Nevinha,Criciúma,60,60

C. Pelagatti,Cittadella,60,61

S. van Looy,PEC Zwolle,60,68

M. de Kler,Heracles Almelo,60,64

H. Herrera,CD Cobresal,60,67

S. Perisan,Udinese,60,74

A. Iacovitti,Mansfield Town,60,70

A. Filin,FC Ufa,60,73

S. Sarr,KV Kortrijk,60,70

Asumah,Willem II,60,70

A. Natcho,FC Krasnodar,60,69

J. Keller,FC St. Pauli,60,70

B. Makendzhiev,Free,60,61

B. Konaté,AJ Auxerre,60,73

F. Henríquez,Godoy Cruz,60,67

J. Álvarez,Monterrey,60,67

G. Montiel,River Plate,60,68

D. Fox,Wellington Phoenix,60,66

E. Iyoha,Fortuna Düsseldorf,60,75

M. Pavic,FC Admira Wacker Mödling,60,68

M. Browne,West Ham United,60,76

T. Biancardini,GFC Ajaccio,60,71

Joan Sastre,RCD Mallorca,60,69

F. Reese,FC Schalke 04,60,75

J. Jiménez,Fortaleza FC,60,68

Q. Braat,FC Nantes,60,74

T. Blättler,Roda JC Kerkrade,60,65

A. Fallatah,Al Qadisiyah,60,65

I. Günaslan,Gaziantepspor,60,70

J. Karlsson,Falkenbergs FF,60,74

M. Wöber,SK Rapid Wien,60,75

B. Hines-Ike,Örebro SK,60,69

F. Hollinger-Janzen,New England Revolution,60,66

E. Palomeque,Corporación Club Deportivo Tuluá,60,67

C. Seiler,Vancouver Whitecaps FC,60,68

H. Barry,Orlando City Soccer Club,60,67

C. Bonner,FC Dallas,60,66

T. Pitter,FC Dallas,60,66

M. Bringaker,Viking FK,60,76

C. Masterson,Liverpool,60,78

D. James,Swansea City,60,81

F. Mayembo,Chamois Niortais FC,60,67

G. Támara,Junior FC,60,70

J. Ríos,Alianza Petrolera,60,64

H. Mosquera,Millonarios FC,60,69

J. Galeano,San Juan,60,61

J. Molina,San Juan,60,66

A. Kacou,Tours FC,60,67

R. de Vos,FC Groningen,60,69

M. Uyanık,Gaziantepspor,60,74

R. Izumi,Nagoya Grampus,60,67

P. Mišák,Termalica Bruk-Bet Nieciecza,60,64

K. Inada,Kashiwa Reysol,60,60

F. Hayakawa,Albirex Niigata,60,67

T. Imai,Kashiwa Reysol,60,63

K. Yoshino,Sanfrecce Hiroshima,60,69

T. Marutani,Sanfrecce Hiroshima,60,61

T. Uchida,Gamba Osaka,60,68

M. Valenzuela,Newell's Old Boys,60,72

R. Hayasaka,Sagan Tosu,60,60

H. Kawabe,Júbilo Iwata,60,70

L. Gómez,Banfield,60,71

Y. Morishima,Júbilo Iwata,60,60

K. Ogawa,Vissel Kobe,60,66

Y. Saneto,Avispa Fukuoka,60,60

M. Kamekawa,Avispa Fukuoka,60,65

R. Matsumura,Vissel Kobe,60,67

S. Tsutsumi,Avispa Fukuoka,60,60

Y. Tamura,Avispa Fukuoka,60,65

Y. Hashizume,Ventforet Kofu,60,61

L. Piergiacomi,Banfield,60,69

S. Martinet,En Avant de Guingamp,60,69

D. Cleary,Birmingham City,60,73

F. Troyansky,Bahía Blanca,60,71

M. Pereira Lage,Clermont Foot 63,60,72

F. Costa,Club Atlético Patronato,60,61

R. Kieboom,Sparta Rotterdam,60,66

N. Medvedev,FC Rostov,60,67

T. Shimamura,Shonan Bellmare,60,60

T. Kok,Willem II,60,70

D. Pineda,Club América,60,68

S. Gomez,New York City Football Club,60,68

I. Sapała,Piast Gliwice,60,68

Jeong Dong Yun,GwangJu FC,60,68

R. Canouse,VfL Bochum,60,72

N. Castro,Vålerenga Fotball,60,68

R. Gumny,Lech Poznań,60,81

E. Næsbak Brenden,Lillestrøm SK,60,68

S. Lie Skålevik,SK Brann,60,67

G. Bajde,Novara,60,72

R. Le Normand,Real Sociedad,60,74

V. Dorel,Plymouth Argyle,60,66

B. Atik,TSG 1899 Hoffenheim,60,68

A. Nedyalkov,Free,60,65

Ricky Alonso,AD Alcorcón,60,65

Jaume Valens,RCD Mallorca,60,70

S. Moussa,Tromsø IL,60,60

J. Dixon,Free,60,60

A. Laïdouni,Angers SCO,60,66

J. Blanchfield,Ipswich Town,60,75

L. Germoni,Terni,60,76

N. Servetto,Vélez Sarsfield,60,70

J. Callebaut,KV Mechelen,60,72

A. Dhondt,Waasland-Beveren,60,69

S. Palombi,Terni,60,72

N. Diallo,Stade Rennais FC,60,72

Z. Morán Correa,River Plate,60,68

Francisco Afonso,FC Paços de Ferreira,60,67

F. Arkenberg,Hannover 96,60,73

Nazario Chalves,Goiás Esporte Clube,60,60

Wilson Sosán,Grêmio Foot-Ball Porto Alegrense,60,60

Odriozola,Real Sociedad,60,70

R. Bourne,Bury,60,70

F. Della Giovanna,Terni,60,74

P. Fito,Montpellier Hérault SC,60,75

J. Valdez,Quilmes Atlético Club,60,74

G. Kostadinov,Free,60,64

D. Bianchi,Vicenza,60,74

O. Malolo,HJK,60,72

N. Hauptmann,SG Dynamo Dresden,60,76

S. Pearson,Grimsby Town,60,61

I. Chaves,Talleres de Cordoba,60,66

O. El Hajjam,Amiens SC Football,60,63

J. Soto,Club de Deportes Temuco,60,65

S. Diaz,Club de Deportes Temuco,60,71

J. Aros,Club de Deportes Temuco,60,70

T. Hübers,Hannover 96,60,75

J. Pierre-Charles,AC Ajaccio,60,68

Juampe,Cádiz C.F.,60,68

M. Funk,SpVgg Greuther Fürth,60,69

A. Condé,VfL Wolfsburg,60,73

E. Karaca,Alanyaspor,60,61

R. de Jager,FC Twente,60,72

O. Franco,Fortaleza FC,60,60

C. Valencia,Corporación Club Deportivo Tuluá,60,64

G. Nutz,Wolfsberger AC,60,66

A. Gomis,US Orléans Loiret Football,60,65

D. Cardelli,Pisa,60,68

